IUCN,IUCN Category,SPEC,Species,COU,Country,Unit Code,Unit,Reference Period Code,Reference Period,Value,Flag Codes,Flags
THREATENED,Total number of threatened species,LICHEN,Lichens,FIN,Finland,NBR,Number,,,268.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,,,1255.0,,
ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,,,1.0,,
ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,FIN,Finland,NBR,Number,,,70.0,,
ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,FIN,Finland,NBR,Number,,,81.0,,
ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,,,393.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,FIN,Finland,NBR,Number,,,37.0,,
CRITICAL_IND,Number of critically endangered indigenous species,LICHEN,Lichens,FIN,Finland,NBR,Number,,,63.0,,
CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,,,123.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,FIN,Finland,NBR,Number,,,76.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,FIN,Finland,NBR,Number,,,124.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,,,739.0,,
THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,FIN,Finland,NBR,Number,,,183.0,,
THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,FIN,Finland,NBR,Number,,,268.0,,
THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,,,1255.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,DEU,Germany,NBR,Number,,,197.0,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,,,94.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,DEU,Germany,NBR,Number,,,1195.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,DEU,Germany,NBR,Number,,,2380.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,,,10434.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,DEU,Germany,NBR,Number,,,183.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,,,94.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,DEU,Germany,NBR,Number,,,1189.0,,
TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,DEU,Germany,NBR,Number,,,2380.0,,
TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,,,10256.0,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,DEU,Germany,NBR,Number,,,14.0,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,,,5.0,,
ENDANGERED,Number of endangered species,MOSS,Mosses,DEU,Germany,NBR,Number,,,114.0,,
ENDANGERED,Number of endangered species,LICHEN,Lichens,DEU,Germany,NBR,Number,,,169.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,,,1010.0,,
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,,,0.0,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,DEU,Germany,NBR,Number,,,12.0,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,,,4.0,,
CRITICAL,Number of critically endangered species,MOSS,Mosses,DEU,Germany,NBR,Number,,,45.0,,
CRITICAL,Number of critically endangered species,LICHEN,Lichens,DEU,Germany,NBR,Number,,,337.0,,
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,,,559.0,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,DEU,Germany,NBR,Number,,,23.0,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,,,12.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,DEU,Germany,NBR,Number,,,250.0,,
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,DEU,Germany,NBR,Number,,,546.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,,,2183.0,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,DEU,Germany,NBR,Number,,,49.0,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,,,21.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,DEU,Germany,NBR,Number,,,409.0,,
THREATENED,Total number of threatened species,LICHEN,Lichens,DEU,Germany,NBR,Number,,,1052.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,,,3752.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,DEU,Germany,NBR,Number,,,14.0,,
ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,,,5.0,,
ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,DEU,Germany,NBR,Number,,,114.0,,
ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,DEU,Germany,NBR,Number,,,169.0,,
ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,,,1010.0,,
CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,,,0.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,DEU,Germany,NBR,Number,,,12.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,,,4.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,DEU,Germany,NBR,Number,,,45.0,,
CRITICAL_IND,Number of critically endangered indigenous species,LICHEN,Lichens,DEU,Germany,NBR,Number,,,337.0,,
CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,,,559.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,DEU,Germany,NBR,Number,,,23.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,,,12.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,DEU,Germany,NBR,Number,,,250.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,DEU,Germany,NBR,Number,,,546.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,,,2183.0,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,DEU,Germany,NBR,Number,,,49.0,,
THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,,,21.0,,
THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,DEU,Germany,NBR,Number,,,409.0,,
THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,DEU,Germany,NBR,Number,,,1052.0,,
THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,,,3752.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,ITA,Italy,NBR,Number,,,58632.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,ITA,Italy,NBR,Number,,,136.0,,
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,ITA,Italy,NBR,Number,,,88.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,ITA,Italy,NBR,Number,,,232.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,ITA,Italy,NBR,Number,,,456.0,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,KOR,Korea,NBR,Number,,,1088.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,,,202.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,,,27568.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,,,66.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,,,43.0,,
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,,,24.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,,,137.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,,,204.0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,,,9.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,,,4.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,,,4.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,KOR,Korea,NBR,Number,,,0.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,KOR,Korea,NBR,Number,,,0.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,KOR,Korea,NBR,Number,,,0.0,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,KOR,Korea,NBR,Number,,,2.0,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,,,44.0,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,,,17.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,LUX,Luxembourg,NBR,Number,,,149.0,I,Incomplete data
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,LUX,Luxembourg,NBR,Number,,,7.0,I,Incomplete data
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,LUX,Luxembourg,NBR,Number,,,9.0,I,Incomplete data
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,LUX,Luxembourg,NBR,Number,,,23.0,I,Incomplete data
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,,,2224.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,,,505.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,,,289.0,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,,,1.0,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,,,74.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,,,24.0,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,,,0.0,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,,,13.0,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,,,2.0,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,,,65.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,MEX,Mexico,NBR,Number,,,2.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,,,26.0,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,,,3.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,,,152.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,,,51.0,,
ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,,,0.0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,,,39.0,,
ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,,,20.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,,,0.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,,,3.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,,,0.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,,,28.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,,,18.0,,
THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,,,0.0,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,,,70.0,,
THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,MEX,Mexico,NBR,Number,,,0.0,,
THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,,,39.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,NLD,Netherlands,NBR,Number,,,517.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,,,683.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,,,507.0,,
ENDANGERED,Number of endangered species,MOSS,Mosses,NLD,Netherlands,NBR,Number,,,27.0,,
ENDANGERED,Number of endangered species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,,,42.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,,,60.0,,
CRITICAL,Number of critically endangered species,MOSS,Mosses,NLD,Netherlands,NBR,Number,,,52.0,,
CRITICAL,Number of critically endangered species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,,,49.0,,
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,,,51.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,NLD,Netherlands,NBR,Number,,,43.0,,
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,,,65.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,,,51.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,NLD,Netherlands,NBR,Number,,,122.0,,
THREATENED,Total number of threatened species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,,,156.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,,,162.0,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,,,7.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,NZL,New Zealand,NBR,Number,,,33000.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,NZL,New Zealand,NBR,Number,,,525.0,,
TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,NZL,New Zealand,NBR,Number,,,2026.0,,
TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,NZL,New Zealand,NBR,Number,,,30700.0,,
ENDANGERED,Number of endangered species,MOSS,Mosses,NZL,New Zealand,NBR,Number,,,4.0,,
ENDANGERED,Number of endangered species,LICHEN,Lichens,NZL,New Zealand,NBR,Number,,,2.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,NZL,New Zealand,NBR,Number,,,62.0,,
CRITICAL,Number of critically endangered species,MOSS,Mosses,NZL,New Zealand,NBR,Number,,,14.0,,
CRITICAL,Number of critically endangered species,LICHEN,Lichens,NZL,New Zealand,NBR,Number,,,6.0,,
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,NZL,New Zealand,NBR,Number,,,133.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,NZL,New Zealand,NBR,Number,,,2.0,,
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,NZL,New Zealand,NBR,Number,,,8.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,NZL,New Zealand,NBR,Number,,,71.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,NZL,New Zealand,NBR,Number,,,20.0,,
THREATENED,Total number of threatened species,LICHEN,Lichens,NZL,New Zealand,NBR,Number,,,16.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,NZL,New Zealand,NBR,Number,,,266.0,,
ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,NZL,New Zealand,NBR,Number,,,4.0,,
ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,NZL,New Zealand,NBR,Number,,,2.0,,
ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,NZL,New Zealand,NBR,Number,,,62.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,NZL,New Zealand,NBR,Number,,,14.0,,
CRITICAL_IND,Number of critically endangered indigenous species,LICHEN,Lichens,NZL,New Zealand,NBR,Number,,,6.0,,
CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,NZL,New Zealand,NBR,Number,,,133.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,NZL,New Zealand,NBR,Number,,,2.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,NZL,New Zealand,NBR,Number,,,8.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,NZL,New Zealand,NBR,Number,,,71.0,,
THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,NZL,New Zealand,NBR,Number,,,20.0,,
THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,NZL,New Zealand,NBR,Number,,,16.0,,
THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,NZL,New Zealand,NBR,Number,,,266.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,NOR,Norway,NBR,Number,,,1085.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,NOR,Norway,NBR,Number,,,2032.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,NOR,Norway,NBR,Number,,,18010.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,NOR,Norway,NBR,Number,,,1083.0,,
TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,NOR,Norway,NBR,Number,,,2031.0,,
TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,NOR,Norway,NBR,Number,,,17315.0,,
ENDANGERED,Number of endangered species,MOSS,Mosses,NOR,Norway,NBR,Number,,,61.0,,
ENDANGERED,Number of endangered species,LICHEN,Lichens,NOR,Norway,NBR,Number,,,73.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,NOR,Norway,NBR,Number,,,459.0,,
CRITICAL,Number of critically endangered species,MOSS,Mosses,NOR,Norway,NBR,Number,,,22.0,,
CRITICAL,Number of critically endangered species,LICHEN,Lichens,NOR,Norway,NBR,Number,,,45.0,,
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,NOR,Norway,NBR,Number,,,92.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,NOR,Norway,NBR,Number,,,59.0,,
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,NOR,Norway,NBR,Number,,,99.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,NOR,Norway,NBR,Number,,,706.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,NOR,Norway,NBR,Number,,,142.0,,
THREATENED,Total number of threatened species,LICHEN,Lichens,NOR,Norway,NBR,Number,,,217.0,,
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,NOR,Norway,NBR,Number,,,1257.0,,
ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,NOR,Norway,NBR,Number,,,61.0,,
ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,NOR,Norway,NBR,Number,,,73.0,,
ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,NOR,Norway,NBR,Number,,,459.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,NOR,Norway,NBR,Number,,,22.0,,
CRITICAL_IND,Number of critically endangered indigenous species,LICHEN,Lichens,NOR,Norway,NBR,Number,,,45.0,,
CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,NOR,Norway,NBR,Number,,,92.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,NOR,Norway,NBR,Number,,,59.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,NOR,Norway,NBR,Number,,,99.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,NOR,Norway,NBR,Number,,,706.0,,
THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,NOR,Norway,NBR,Number,,,142.0,,
THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,NOR,Norway,NBR,Number,,,217.0,,
THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,NOR,Norway,NBR,Number,,,1257.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,POL,Poland,NBR,Number,,,702.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,POL,Poland,NBR,Number,,,1701.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,POL,Poland,NBR,Number,,,33872.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,POL,Poland,NBR,Number,,,696.0,,
TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,POL,Poland,NBR,Number,,,1701.0,,
